"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NYCB^U","New York Community Bancorp, Inc.","51.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^u",
"NYT","New York Times Company (The)","37.33","$6.2B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nyt",
"NJR","NewJersey Resources Corporation","40.55","$3.88B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/njr",
"NEU","NewMarket Corporation","416.01","$4.65B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/neu",
"NEM","Newmont Corporation","49.14","$39.71B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nem",
"NR","Newpark Resources, Inc.","3.34","$300.26M","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nr",
"NEXA","Nexa Resources S.A.","8.41","$1.11B","2017","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nexa",
"NREF","NexPoint Real Estate Finance, Inc.","18.99","$94.95M","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nref",
"NXRT","NexPoint Residential Trust, Inc.","48.6","$1.23B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nxrt",
"NHF","NexPoint Strategic Opportunities Fund","16.49","$757.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhf",
"NEP","NextEra Energy Partners, LP","59.72","$3.91B","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","270.33","$132.18B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nee",
"NEE^I","NextEra Energy, Inc.","25.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^i",
"NEE^J","NextEra Energy, Inc.","25.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^j",
"NEE^K","NextEra Energy, Inc.","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^k",
"NEE^N","NextEra Energy, Inc.","27.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^n",
"NEE^O","NextEra Energy, Inc.","54.685","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nee^o",
"NEX","NexTier Oilfield Solutions Inc.","5.12","$1.08B","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nex",
"NGL","NGL ENERGY PARTNERS LP","8.78","$1.13B","2011","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/ngl",
"NGL^B","NGL ENERGY PARTNERS LP","24.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^b",
"NGL^C","NGL ENERGY PARTNERS LP","25.339","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngl^c",
"NMK^B","Niagara Mohawk Holdings, Inc.","98.99","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","99","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/nmk^c",
"NLSN","Nielsen N.V.","20.42","$7.27B","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/nlsn",
"NKE","Nike, Inc.","92.9","$144.68B","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/nke",
"NINE","Nine Energy Service, Inc.","4.5","$137.56M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nine",
"NIO","NIO Inc.","4.4","$4.7B","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nio",
"NI","NiSource, Inc","28.38","$10.6B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni",
"NI^B","NiSource, Inc","27.23","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ni^b",
"NL","NL Industries, Inc.","3.27","$159.43M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/nl",
"NOAH","Noah Holdings Ltd.","28.89","$1.78B","2010","Finance","Investment Managers","https://old.nasdaq.com/symbol/noah",
"NE","Noble Corporation","0.6425","$160.5M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ne",
"NOK","Nokia Corporation","3.91","$21.92B","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/nok",
"NOMD","Nomad Foods Limited","18.55","$3.73B","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/nomd",
"NMR","Nomura Holdings Inc ADR","4.69","$14.29B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nmr",
"OSB","Norbord Inc.","30.4","$2.48B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/osb",
"NAT","Nordic American Tankers Limited","2.84","$405.01M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nat",
"JWN","Nordstrom, Inc.","36.8","$5.71B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/jwn",
"NSC","Norfolk Southern Corporation","194.85","$50.24B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/nsc",
"NOA","North American Construction Group Ltd.","9.72","$266.46M","2006","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/noa",
"NRT","North European Oil Royality Trust","3.87","$35.57M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nrt",
"NOC","Northrop Grumman Corporation","339.97","$56.99B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/noc",
"NWN","Northwest Natural Holding Company","74.48","$2.27B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","77.43","$3.91B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/nwe",
"NCLH","Norwegian Cruise Line Holdings Ltd.","39.31","$8.38B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nclh",
"NVS","Novartis AG","87.95","$199.21B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","60.62","$142.41B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvo",
"DNOW","NOW Inc.","8.8","$961.03M","2014","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/dnow",
"NRG","NRG Energy, Inc.","36.13","$9.09B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/nrg",
"NUS","Nu Skin Enterprises, Inc.","26.56","$1.48B","1996","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/nus",
"NUE","Nucor Corporation","44.97","$13.57B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/nue",
"NS","Nustar Energy L.P.","24.38","$2.64B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/ns",
"NS^A","Nustar Energy L.P.","24.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^a",
"NS^B","Nustar Energy L.P.","23.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^b",
"NS^C","Nustar Energy L.P.","24.6343","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ns^c",
"NSS","NuStar Logistics, L.P.","25.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nss",
"NTR","Nutrien Ltd.","40.58","$23.24B","2018","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/ntr",
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund","4.2","$56.7M","2014","n/a","n/a","https://old.nasdaq.com/symbol/jmlp",
"NVG","Nuveen AMT-Free Municipal Credit Income Fund","17.03","$3.45B","2002","n/a","n/a","https://old.nasdaq.com/symbol/nvg",
"NUV","Nuveen AMT-Free Municipal Value Fund","11.14","$2.3B","1987","n/a","n/a","https://old.nasdaq.com/symbol/nuv",
"NUW","Nuveen AMT-Free Municipal Value Fund","16.85","$261.45M","2009","n/a","n/a","https://old.nasdaq.com/symbol/nuw",
"NEA","Nuveen AMT-Free Quality Municipal Income Fund","14.88","$3.91B","2002","n/a","n/a","https://old.nasdaq.com/symbol/nea",
"NAZ","Nuveen Arizona Quality Municipal Income Fund","13.9673","$161.62M","1992","n/a","n/a","https://old.nasdaq.com/symbol/naz",
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","15.97","$758.9M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nkx",
"NCB","Nuveen California Municipal Value Fund 2","16.0855","$53.12M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncb",
"NCA","Nuveen California Municipal Value Fund, Inc.","10.81","$303.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nca",
"NAC","Nuveen California Quality Municipal Income Fund","15.46","$2.24B","1999","n/a","n/a","https://old.nasdaq.com/symbol/nac",
"JCE","Nuveen Core Equity Alpha Fund","13.99","$224.24M","2007","n/a","n/a","https://old.nasdaq.com/symbol/jce",
"JCO","Nuveen Credit Opportunities 2022 Target Term Fund","9.87","$273.32M","2017","n/a","n/a","https://old.nasdaq.com/symbol/jco",
"JQC","Nuveen Credit Strategies Income Fund","7.3","$989.95M","2003","n/a","n/a","https://old.nasdaq.com/symbol/jqc",
"JDD","Nuveen Diversified Dividend and Income Fund","10.66","$210.39M","2003","n/a","n/a","https://old.nasdaq.com/symbol/jdd",
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund","16.87","$611.56M","2014","n/a","n/a","https://old.nasdaq.com/symbol/diax",
"JEMD","Nuveen Emerging Markets Debt 2022 Target Term Fund","9.12","$129.83M","2017","n/a","n/a","https://old.nasdaq.com/symbol/jemd",
"JMF","Nuveen Energy MLP Total Return Fund","6.52","$265.93M","2011","n/a","n/a","https://old.nasdaq.com/symbol/jmf",
"NEV","Nuveen Enhanced Municipal Value Fund","15.84","$395.21M","2009","n/a","n/a","https://old.nasdaq.com/symbol/nev",
"JFR","Nuveen Floating Rate Income Fund","9.99","$568.62M","2004","n/a","n/a","https://old.nasdaq.com/symbol/jfr",
"JRO","Nuveen Floating Rate Income Opportuntiy Fund","9.82","$398.11M","2004","n/a","n/a","https://old.nasdaq.com/symbol/jro",
"NKG","Nuveen Georgia Quality Municipal Income Fund ","13.08","$136.03M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nkg",
"JGH","Nuveen Global High Income Fund","16.16","$374.55M","2014","n/a","n/a","https://old.nasdaq.com/symbol/jgh",
"JHY","Nuveen High Income 2020 Target Term Fund","9.73","$153.63M","2015","n/a","n/a","https://old.nasdaq.com/symbol/jhy",
"JHAA","Nuveen High Income 2023 Target Term Fund","10.4","$81.26M","2018","n/a","n/a","https://old.nasdaq.com/symbol/jhaa",
"JHB","Nuveen High Income November 2021 Target Term Fund","9.87","$551.45M","2016","n/a","n/a","https://old.nasdaq.com/symbol/jhb",
"NXC","Nuveen Insured California Select Tax-Free Income Portfolio","15.9249","$101.12M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nxc",
"NXN","Nuveen Insured New York Select Tax-Free Income Portfolio","14.12","$55.42M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nxn",
"NID","Nuveen Intermediate Duration Municipal Term Fund","14.45","$677.84M","2012","n/a","n/a","https://old.nasdaq.com/symbol/nid",
"NMY","Nuveen Maryland Quality Municipal Income Fund","14.06","$324.78M","1993","n/a","n/a","https://old.nasdaq.com/symbol/nmy",
"NMT","Nuveen Massachusetts Municipal Income Fund","14.2","$132.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nmt",
"NUM","Nuveen Michigan Quality Municipal Income Fund","14.5379","$294.06M","1991","n/a","n/a","https://old.nasdaq.com/symbol/num",
"NMS","Nuveen Minnesota Quality Municipal Income Fund","14.77","$85.41M","2014","n/a","n/a","https://old.nasdaq.com/symbol/nms",
"NOM","Nuveen Missouri Quality Municipal Income Fund","14.6316","$34.31M","1993","n/a","n/a","https://old.nasdaq.com/symbol/nom",
"JLS","Nuveen Mortgage and Income Fund","22.51","$123.51M","2009","n/a","n/a","https://old.nasdaq.com/symbol/jls",
"JMM","Nuveen Multi-Market Income Fund","7.42","$70.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jmm",
"NHA","Nuveen Municipal 2021 Target Term Fund","9.85","$84.93M","2016","n/a","n/a","https://old.nasdaq.com/symbol/nha",
"NZF","Nuveen Municipal Credit Income Fund","16.7","$2.37B","2007","n/a","n/a","https://old.nasdaq.com/symbol/nzf",
"NMCO","Nuveen Municipal Credit Opportunities Fund","15.53","$729.91M","2019","n/a","n/a","https://old.nasdaq.com/symbol/nmco",
"NMZ","Nuveen Municipal High Income Opportunity Fund","14.91","$1.1B","2003","n/a","n/a","https://old.nasdaq.com/symbol/nmz",
"NMI","Nuveen Municipal Income Fund, Inc.","11.6336","$102.55M","1988","n/a","n/a","https://old.nasdaq.com/symbol/nmi",
"NJV","Nuveen New Jersey Municipal Value Fund","14.11","$21.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/njv",
"NXJ","Nuveen New Jersey Quality Municipal Income Fund","15.14","$628.44M","2001","n/a","n/a","https://old.nasdaq.com/symbol/nxj",
"NRK","Nuveen New York AMT-Free Quality Municipal","13.9853","$1.22B","2002","n/a","n/a","https://old.nasdaq.com/symbol/nrk",
"NYV","Nuveen New York Municipal Value Fund 2","14.61","$34.33M","2009","n/a","n/a","https://old.nasdaq.com/symbol/nyv",
"NNY","Nuveen New York Municipal Value Fund, Inc.","10.7","$162.89M","1988","n/a","n/a","https://old.nasdaq.com/symbol/nny",
"NAN","Nuveen New York Quality Municipal Income Fund","14.55","$448.89M","1999","n/a","n/a","https://old.nasdaq.com/symbol/nan",
"NUO","Nuveen Ohio Quality Municipal Income Fund","15.801","$289.43M","1991","n/a","n/a","https://old.nasdaq.com/symbol/nuo",
"NPN","Nuveen Pennsylvania Municipal Value Fund","14.91","$18.18M","2009","n/a","n/a","https://old.nasdaq.com/symbol/npn",
"NQP","Nuveen Pennsylvania Quality Municipal Income Fund","14.67","$548.41M","1991","n/a","n/a","https://old.nasdaq.com/symbol/nqp",
"JPC","Nuveen Preferred & Income Opportunities Fund","9.94","$1.03B","2003","n/a","n/a","https://old.nasdaq.com/symbol/jpc",
"JPS","Nuveen Preferred & Income Securities Fund","9.78","$1.99B","2002","n/a","n/a","https://old.nasdaq.com/symbol/jps",
"JPT","Nuveen Preferred and Income 2022 Term Fund","25.1115","$171.58M","2017","n/a","n/a","https://old.nasdaq.com/symbol/jpt",
"JPI","Nuveen Preferred and Income Term Fund","24.66","$561.2M","2012","n/a","n/a","https://old.nasdaq.com/symbol/jpi",
"NAD","Nuveen Quality Municipal Income Fund","15.09","$3.05B","1999","n/a","n/a","https://old.nasdaq.com/symbol/nad",
"JRI","Nuveen Real Asset Income and Growth Fund","17.78","$488.4M","2012","n/a","n/a","https://old.nasdaq.com/symbol/jri",
"JRS","Nuveen Real Estate Fund","10.54","$304.53M","2001","n/a","n/a","https://old.nasdaq.com/symbol/jrs",
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","13.02","$1.35B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxmx",
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","15.81","$265.61M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spxx",
"NIM","Nuveen Select Maturities Municipal Fund","10.6215","$132.19M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nim",
"NXP","Nuveen Select Tax Free Income Portfolio","16.24","$269.1M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nxp",
"NXQ","Nuveen Select Tax Free Income Portfolio II","15.49","$274.39M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nxq",
"NXR","Nuveen Select Tax Free Income Portfolio III","16.6034","$216.6M","1992","n/a","n/a","https://old.nasdaq.com/symbol/nxr",
"NSL","Nuveen Senior Income Fund","5.89","$227.42M","1999","n/a","n/a","https://old.nasdaq.com/symbol/nsl",
"JSD","Nuveen Short Duration Credit Opportunities Fund","15.08","$152.24M","2011","n/a","n/a","https://old.nasdaq.com/symbol/jsd",
"NBB","Nuveen Taxable Municipal Income Fund","23.37","$639.31M","2010","n/a","n/a","https://old.nasdaq.com/symbol/nbb",
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund","16.77","$242.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jtd",
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","11.321","$156.81M","2004","n/a","n/a","https://old.nasdaq.com/symbol/jta",
"NPV","Nuveen Virginia Quality Municipal Income Fund","14.68","$262.45M","1993","n/a","n/a","https://old.nasdaq.com/symbol/npv",
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","14.37","$188.21M","2013","n/a","n/a","https://old.nasdaq.com/symbol/niq",
"NVT","nVent Electric plc","26.37","$4.46B","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/nvt",
"NVR","NVR, Inc.","3860.28","$14.2B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/nvr",
"CTEST","NYSE Test One","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ctest",
"CTEST.E","NYSE Test One","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ctest.e",
"CTEST.G","NYSE Test One","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ctest.g",
"CTEST.L","NYSE Test One","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ctest.l",
"CTEST.O","NYSE Test One","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ctest.o",
"CTEST.S","NYSE Test One","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ctest.s",
"CTEST.V","NYSE Test One","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ctest.v",
"OAC","Oaktree Acquisition Corp.","10.1","$254.08M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/oac",
"OAC.U","Oaktree Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/oac.u",
"OAC.WS","Oaktree Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oac.ws",
"OAK^A","Oaktree Capital Group, LLC","27.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oak^a",
"OAK^B","Oaktree Capital Group, LLC","27.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oak^b",
"OSLE.CL","Oaktree Specialty Lending Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/osle.cl",
"OBE","Obsidian Energy Ltd.","0.6015","$43.92M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/obe",
"OXY","Occidental Petroleum Corporation","36.19","$32.33B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/oxy",
"OII","Oceaneering International, Inc.","11.11","$1.1B","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/oii",
"OCN","Ocwen Financial Corporation","1.29","$173.86M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ocn",
"OFG","OFG Bancorp","18.18","$933.49M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ofg",
"OFG^A","OFG Bancorp","25.61","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ofg^a",
"OFG^B","OFG Bancorp","25.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofg^b",
"OFG^D","OFG Bancorp","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofg^d",
"OGE","OGE Energy Corp","43.85","$8.78B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/oge",
