Symbol,Name,Sector,industry
DTYL,Barclays PLC,n/a,n/a
DTYS,Barclays PLC,n/a,n/a
FLAT,Barclays PLC,n/a,n/a
STPP,Barclays PLC,n/a,n/a
TAPR,Barclays PLC,n/a,n/a
BBSI,"Barrett Business Services, Inc.",Technology,Professional Services
GOLD,Barrick Gold Corporation,Basic Industries,Precious Metals
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings
GLG,"Bat Group, Inc.",Finance,Major Banks
ZTEST,BATS BZX Exchange,n/a,n/a
BXRX,"Baudax Bio, Inc.",Health Care,Misc Health and Biotechnology Services
BCML,BayCom Corp,Finance,Major Banks
BBQ,"BBQ Holdings, Inc. ",Consumer Services,Restaurants
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials
BEAM,Beam Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
BLU,BELLUS Health Inc.,Health Care,Major Pharmaceuticals
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
BRY,Berry Petroleum Corporation,Energy,Oil & Gas Production
XAIR,"Beyond Air, Inc.",Health Care,Medical/Dental Instruments
BYND,"Beyond Meat, Inc.",Consumer Non-Durables,Packaged Foods
BYSI,"BeyondSpring, Inc.",Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service
BCYC,Bicycle Therapeutics plc,Health Care,Major Pharmaceuticals
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores
BRPA,Big Rock Partners Acquisition Corp.,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,Finance,Business Services
BILI,Bilibili Inc.,Technology,EDP Services
BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
BCDA,"BioCardia, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCDAW,"BioCardia, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIOC,"Biocept, Inc.",Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals
BFRA,Biofrontera AG,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHTG,"BioHiTech Global, Inc.",Consumer Services,Other Consumer Services
BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments
BNGO,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOW,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BNTX,BioNTech SE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals
BSGM,"BioSig Technologies, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities
BIVI,BioVie Inc.,n/a,n/a
BTAI,"BioXcel Therapeutics, Inc.",Health Care,Major Pharmaceuticals
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants
BDTX,"Black Diamond Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,n/a,n/a
TCPC,BlackRock TCP Capital Corp.,n/a,n/a
BLNK,Blink Charging Co.,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,Consumer Durables,Electrical Products
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants
BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks
BHAT,Blue Hat Interactive Entertainment Technology,Consumer Non-Durables,Recreational Products/Toys
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals
ITEQ,BlueStar Israel Technology ETF,n/a,n/a
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials
BSBK,Bogota Financial Corp.,Finance,Banks
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment
BOKF,BOK Financial Corporation,Finance,Major Banks
BOKFL,BOK Financial Corporation,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components
BKNG,Booking Holdings Inc.,Consumer Services,Transportation Services
BIMI,BOQI International Medical Inc.,Capital Goods,Metal Fabrications
BRQS,"Borqs Technologies, Inc. ",Technology,EDP Services
BOMN,Boston Omaha Corporation,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,Miscellaneous,Industrial Machinery/Components
BBRX,"Braeburn Pharmaceuticals, Inc.",n/a,n/a
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BWAY,Brainsway Ltd.,Health Care,Medical/Dental Instruments
BBI,"Brickell Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks
BBIO,"BridgeBio Pharma, Inc.",Health Care,Major Pharmaceuticals
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software
BWB,"Bridgewater Bancshares, Inc.",Finance,Major Banks
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",Finance,Life Insurance
BHFAL,"Brighthouse Financial, Inc.",Finance,Life Insurance
BHFAP,"Brighthouse Financial, Inc.",Finance,Life Insurance
AVGO,Broadcom Inc.,Technology,Semiconductors
AVGOP,Broadcom Inc.,Technology,Semiconductors
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications
BROG,Brooge Holdings Limited ,Energy,Integrated oil Companies
BROGW,Brooge Holdings Limited ,Energy,Integrated oil Companies
BPY,Brookfield Property Partners L.P.,Finance,Real Estate
BPYPN,Brookfield Property Partners L.P.,Finance,Real Estate
BPYPO,Brookfield Property Partners L.P.,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P.,Finance,Real Estate
BPR,Brookfield Property REIT Inc.,Consumer Services,Real Estate Investment Trusts
BPRAP,Brookfield Property REIT Inc.,Consumer Services,Real Estate Investment Trusts
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
BRP,"BRP Group, Inc.",Finance,Specialty Insurers
DOOO,BRP Inc.,Capital Goods,Industrial Specialties
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks
BSQR,BSQUARE Corporation,Miscellaneous,Business Services
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials
BFST,"Business First Bancshares, Inc.",Finance,Major Banks
CFFI,C&F Financial Corporation,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing
CABA,"Cabaletta Bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",Public Utilities,Water Supply
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,Capital Goods,Building Materials
CLBS,"Caladrius Biosciences, Inc.",Health Care,Misc Health and Biotechnology Services
CHY,Calamos Convertible and High Income Fund,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,n/a,n/a
CGO,Calamos Global Total Return Fund,n/a,n/a
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,n/a,n/a
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies
CLXT,"Calyxt, Inc.",Basic Industries,Agricultural Chemicals
CMBM,Cambium Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
CATC,Cambridge Bancorp,Finance,Major Banks
CAC,Camden National Corporation,Finance,Major Banks
CAMT,Camtek Ltd.,Capital Goods,Electronic Components
CAN,Canaan Inc.,Technology,Semiconductors
CSIQ,Canadian Solar Inc.,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation
CBNK,"Capital Bancorp, Inc.",Finance,Major Banks
CCBG,Capital City Bank Group,Finance,Major Banks
CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles
CSWCL,Capital Southwest Corporation,Consumer Non-Durables,Textiles
CPTA,Capitala Finance Corp.,n/a,n/a
CPTAG,Capitala Finance Corp.,n/a,n/a
CPTAL,Capitala Finance Corp.,n/a,n/a
CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions
CAPR,"Capricor Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CSTR,"CapStar Financial Holdings, Inc.",Finance,Major Banks
CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments
CDLX,"Cardlytics, Inc.",Technology,"Computer Software: Programming, Data Processing"
CATM,Cardtronics plc,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",Health Care,Medical Specialities
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts
CARG,"CarGurus, Inc.",Technology,EDP Services
CARO,Carolina Financial Corporation,Finance,Major Banks
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants
CARE,Carter Bank & Trust,n/a,n/a
CARV,"Carver Bancorp, Inc.",Finance,Savings Institutions
CASA,"Casa Systems, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services
CASY,"Caseys General Stores, Inc.",Consumer Durables,Automotive Aftermarket
CASI,"CASI Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",Miscellaneous,Business Services
SAVA,"Cassava Sciences, Inc.",Health Care,Major Pharmaceuticals
CSTL,"Castle Biosciences, Inc.",Health Care,Medical Specialities
CTRM,Castor Maritime Inc.,Transportation,Marine Transportation
CATB,"Catabasis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CBIO,"Catalyst Biosciences, Inc. ",Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CATS,"Catasys, Inc.",Health Care,Misc Health and Biotechnology Services
CATY,Cathay General Bancorp,Finance,Major Banks
CVCO,"Cavco Industries, Inc.",Basic Industries,Homebuilding
CBFV,"CB Financial Services, Inc.",Finance,Major Banks
CBAT,"CBAK Energy Technology, Inc.",Miscellaneous,Industrial Machinery/Components
CBMB,"CBM Bancorp, Inc.",Finance,Savings Institutions
CBOE,"Cboe Global Markets, Inc.",n/a,n/a
CBTX,"CBTX, Inc.",Finance,Major Banks
CDK,"CDK Global, Inc.",Miscellaneous,Business Services
CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,Capital Goods,Pollution Control Equipment
CELC,Celcuity Inc.,Health Care,Medical Specialities
CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APOP,Cellect Biotechnology Ltd.,Health Care,Medical/Dental Instruments
APOPW,Cellect Biotechnology Ltd.,Health Care,Medical/Dental Instruments
CLRB,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
CLRBZ,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
CLLS,Cellectis S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,"Cellular Biomedicine Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals
CELH,"Celsius Holdings, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
CYAD,Celyad SA,Health Care,Major Pharmaceuticals
CETX,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
CETXP,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
CETXW,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas Production
CSFL,CenterState Bank Corporation,Finance,Major Banks
CNTG,Centogene N.V.,Health Care,Medical Specialities
CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting
CFBK,Central Federal Corporation,Finance,Major Banks
CENT,Central Garden & Pet Company,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company,Consumer Durables,Consumer Specialties
CVCY,Central Valley Community Bancorp,Finance,Major Banks
CNTX,Centrexion Therapeutics Corporation,n/a,n/a
CTRC,Centric Brands Inc.,Consumer Non-Durables,Apparel
CENX,Century Aluminum Company,Basic Industries,Aluminum
CNBKA,"Century Bancorp, Inc.",Finance,Major Banks
CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
CERC,Cerecor Inc.,Health Care,Major Pharmaceuticals
CRNC,Cerence Inc.,Technology,Computer Software: Prepackaged Software
CERN,Cerner Corporation,Technology,EDP Services
CERS,Cerus Corporation,Health Care,Medical/Dental Instruments
CEVA,"CEVA, Inc.",Technology,Semiconductors
CFFA,CF Finance Acquisition Corp.,Finance,Business Services
CFFAU,CF Finance Acquisition Corp.,Finance,Business Services
CFFAW,CF Finance Acquisition Corp.,Finance,Business Services
CSBR,"Champions Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHNG,Change Healthcare Inc.,Technology,EDP Services
CHNGU,Change Healthcare Inc.,Technology,EDP Services
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software
BURG,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants
CTHR,Charles & Colvard Ltd.,Consumer Durables,Consumer Specialties
GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications
CHTR,"Charter Communications, Inc.",Consumer Services,Television Services
CTAC,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CTACU,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CTACW,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software
CHEK,Check-Cap Ltd.,Health Care,Medical Electronics
CHEKZ,Check-Cap Ltd.,Health Care,Medical Electronics
CKPT,"Checkpoint Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CEMI,"Chembio Diagnostics, Inc.",Health Care,Major Pharmaceuticals
CCXI,"ChemoCentryx, Inc.",Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,Finance,Major Banks
CHFS,"CHF Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHMA,"Chiasma, Inc.",Health Care,Major Pharmaceuticals
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",Consumer Services,Movies/Entertainment
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",Consumer Services,Movies/Entertainment
PLCE,"Children&#39;s Place, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
CMRX,"Chimerix, Inc.",Health Care,Major Pharmaceuticals
CAAS,"China Automotive Systems, Inc.",Capital Goods,Auto Parts:O.E.M.
CBPO,"China Biologic Products Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCCL,"China Ceramics Co., Ltd.",Capital Goods,Building Materials
CCRC,"China Customer Relations Centers, Inc.",Miscellaneous,Business Services
JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service
HGSH,"China HGS Real Estate, Inc.",Finance,Real Estate
